tweet,id,date,time,username,replies_count,retweets_count,likes_count
"As the situation in #Venezuela worsens, we stand ready to act. The #Maduro regime's decision to violently crack down on its citizens must not be tolerated. Over 3 million Venezuelans have fled the country since 2015. It is clear that change is needed:  https://tinyurl.com/y7lj7yll ",1091090350121385984,2019-01-31,21:46:25,repkenbuck,6,2,7
"Under no circumstance should we allow infanticide in this country. It is wrong and it is against everything we stand for. Coming from a Pediatric Neurologist who has spent a lifetime caring for children, I find @GovernorVA #RalphNortham's comments absolutely horrendous. Watch: https://twitter.com/CalebJHull/status/1090657473218920448 …",1090990692833419264,2019-01-31,15:10:25,repkenbuck,14,8,27
"Glad I could join my colleagues to discuss a constitutional issue that needs to be addressed, and I hope we can pass this War Powers Resolution in the House to reclaim our legislative authority over war-making activities in Congress for the sake of our men and women in uniform. https://twitter.com/SenSanders/status/1090660651297591297 …",1090704189611749376,2019-01-30,20:11:57,repkenbuck,1,1,7
House Judiciary held its first hearing on #HR1 to “restore our democracy.” This bill does the exact opposite. Instead of protecting the integrity of our elections it encourages voter fraud & undermines the American electoral system. Here are my remarks: https://www.youtube.com/watch?v=e7c7K3z73Is&feature=youtu.be …,1090377482132434945,2019-01-29,22:33:44,repkenbuck,23,17,23
"Our elections should be fair and free from all forms of manipulations. H.R. 1 on the other hand, promotes voter fraud and uses taxpayer money to fund partisan political campaigns. @JudiciaryGOP",1090296830544494593,2019-01-29,17:13:15,repkenbuck,61,29,54
#ICYMI: Listen to my radio interview with @KOANewsRadio this morning https://twitter.com/ContactLenz_KOA/status/1089921533215232000 …,1089925978208518145,2019-01-28,16:39:37,repkenbuck,7,2,2
"Students have different learning styles and needs. Meeting these needs is critical to our children’s success. Join me in celebrating #SchoolChoiceWeek, because every child deserves an education that will allow them to grow and thrive. #NSCW2019 pic.twitter.com/Lq6j48LF88",1088485339931406336,2019-01-24,17:15:02,repkenbuck,13,2,7
Today I was named the Ranking Member of the @JudiciaryGOP Subcommittee on Immigration and Citizenship. My colleagues and I have an important role to play in addressing our broken immigration system. I’m looking forward to getting to work.,1088232363853733888,2019-01-24,00:29:48,repkenbuck,62,66,171
"Americans across the country traveled to D.C. to #MarchforLife. I stand with them because I believe in the inherent value of every human life. We must do everything we can to promote policies that protect life for every human being, especially for our most vulnerable: the unborn. pic.twitter.com/Wssvsn1WJY",1086313178433232896,2019-01-18,17:23:39,repkenbuck,38,7,37
"Today, we salute the brave men and women who risk their lives to protect ours. I would like to thank all law enforcement agents across the great state of Colorado for the sacrifices made daily to ensure the safety of our communities. #LawEnforcementAppreciationDay #BacktheBlue pic.twitter.com/Sboi395ajq",1083014350632292352,2019-01-09,14:55:17,repkenbuck,27,2,23
"Last night, Weld County Fair Board hosted its Coronation for the 2019 Weld County Fair Royalty Program. I'd like to congratulate these 3 young ladies who will proudly represent Weld County Fair in 2019 & I look forward to hearing about all your efforts to support our communities. pic.twitter.com/R3OpcuYmh3",1082695128853172225,2019-01-08,17:46:48,repkenbuck,8,0,3
